jsonl_line	id	idx	finish_reason	output_len	reasons	evidence
251826	sample_63752	63752	length	12388	stray_token_坨	...sed on what I had lost that I had forgotten to see what I still had. 坨I still had a mom who made me dinner, even when she was exhausted. I still had a dad who tried, even when he didn’t kno...
251962	sample_64051	64051	stop	7449	stray_token_坨	...track the side effects. BEN (Takes another long sip of The Quencher) 坨. The word for “poop” in Mandarin is “dà biàn.” I don’t know why I know that. But I do. The four friends look at each...
252014	sample_64257	64257	stop	4645	stray_token_坨	...stinct roaring to claim, to protect, to possess. He forced it down. “坨 (Tuó),” he said, using the old word for a stray, a lost one. “You’re on Badlands territory. That makes you my problem....
252239	sample_64497	64497	stop	8208	stray_token_坨	...eyes wide. “Leo. You found me.” “The code, Elara. A man is dying.” “坨知道,” she whispered. “Thorne. He’s a ghost from my past. He wants the key to a dead man’s account. A terrorist’s account...
252522	sample_64963	64963	stop	6762	stray_token_坨	...g at a scrolling feed of intercepted Russian comms on a side screen. “坨屎 (Tuǒ shǐ). That’s not a military code. It’s Mandarin slang. It means ‘bullshit.’ The launch authorization, the chatte...
253298	sample_65843	65843	length	4452	repeated_tail_ngram:t '? A '	tail: A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A 't'? A '
253319	sample_65889	65889	stop	11772	stray_token_坨	...w you hurt yourself. Not him. You.” Chloe’s eyes filled with tears. “坨You don’t understand. My parents. The pressure. And now you know. You’ll tell everyone. I’ll be a joke. A freak’s girlf...
253625	sample_66343	66343	stop	11343	stray_token_坨	...’t open it. He didn’t need to. “Hakutul,” he said, his voice rough. “坨 I never stopped drawing it. I never stopped hoping.” “Liam, I was a coward,” she confessed, the words spilling out li...
253807	sample_66769	66769	stop	6687	stray_token_坨	...thought. It's automatic. - **The Mindset:** "It just feels natural." "坨 (Tuó - Chinese for 'a lump' or 'a pile', often used to describe a state of effortless mastery)." You are in a state of...
253829	sample_66781	66781	stop	6946	stray_token_坨	...out work again,” he said one evening, not looking up from his book. “坨’m always thinking about work,” she admitted. “It’s how I’m built.” He closed the book and looked at her, his eyes sof...
254364	sample_67496	67496	stop	7710	stray_token_坨	...e ground, at a line of ants marching over a discarded candy wrapper. “坨” “坨” “I was trying to tell you,” he mumbled. “But I didn’t know how. You’re a man of facts. This is a fact I didn’t w...
254919	sample_68357	68357	stop	4875	stray_token_坨	...r voice a dry rustle. “Good. The fear is in you. It has grown fat.” “坨’s not a fear,” Elias said, his voice too loud in the quiet. “It’s just… a feeling.” She shook her head. “It is a crea...
254933	sample_68351	68351	stop	6152	stray_token_坨	...at felt like history. “You wanted us to steal it,” Lena whispered. “坨” the woman said. “坨 couldn’t destroy it. The board would never allow it. The insurance would never pay out. But if it...
255002	sample_68482	68482	stop	6275	encoding_artifact	...aimed he’d found her that way, that he’d picked up the weapon in shock�乐. But the forensics, the timeline, the motive—it was a perfect, airtight box. The trial was a media circus. Every day...
255126	sample_68549	68549	stop	8120	stray_token_坨	...a word her grandmother used. She looked at him then, really looked. “坨 (Tuó—a lump),” she said, pointing to a clump of mashed potatoes on the floor. “We all feel like that sometimes. A usel...
255142	sample_68460	68460	length	3574	stray_token_坨	...e looked up, startled, and his frown melted into a slow, warm smile. “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
255180	sample_68751	68751	stop	4108	stray_token_坨	...ded by boxes. “I didn’t kill him,” he said, before Arthur could ask. “坨I didn’t even know him.” “He was fixing your father’s watch.” Leo’s face flickered. “That watch was a curse. My fathe...
255184	sample_68724	68724	stop	4920	stray_token_坨	...d your books, or you can come see what a real adventure looks like.” 坨I went. The flatbed had no radio, so we talked. She told me about the time she got lost in the Australian outback for...
255271	sample_68732	68732	stop	9102	stray_token_坨	...ence's (true) knowledge of danger. - **Suspense:** A character says, "坨坨 (Tuotuo) is the most loyal dog I've ever had." The audience has just seen the dog dig up a bone in the backyard. The...
255367	sample_68932	68932	stop	7644	stray_token_坨	...e ribs. We’re even.” He laughed, and the sound was low and genuine. “坨 (Tuó),” he said, a word she didn’t recognize. “What does that mean?” “It’s Chinese. It means ‘a clod of earth.’ My g...
255377	sample_69111	69111	stop	1584	stray_token_坨	...**"It’s too expensive for what it does."** (Price objection) 2. **"坨I don’t trust the company with my data."** (Privacy/Security concern) 3. **"It looks complicated to set up. I’m not te...
255693	sample_69439	69439	stop	5389	stray_token_坨	...cast dancing shadows that seemed to move with a life of their own. “坨坨 (Tuó tuó) is scared,” Ellie said, holding her stuffed rabbit close. The rabbit, a threadbare thing with one button ey...
255979	sample_69658	69658	length	6767	python_code_fence_loop	repeated ```python fences=46
256310	sample_70357	70357	stop	5569	stray_token_坨	...e. You thought it would look like a prank.” Frank nodded, defeated. “坨I panicked.” The resolution was quiet, not a trial but a conversation. The Cul-de-Sac Crew gathered the Parkers, Frank...
256338	sample_70372	70372	stop	7180	stray_token_坨	...looked at the seed, her eyes filled with a strange, peaceful light. “坨It’s not a sacrifice,” she said softly. “It’s a birth.” Aris understood. The Chorus wasn’t just offering a technology....
256367	sample_70500	70500	stop	4107	stray_token_坨	...y walked in silence for ten minutes before anyone spoke. It was Tom. “坨We’re not coming back here. Ever.” “No,” Maya said, her voice steady now. “We’re coming back. But we’re going to plant...
256551	sample_70668	70668	stop	7267	stray_token_坨	...didn’t flinch. He looked at Elias with a strange, quiet compassion. “坨I’m sorry,” Leo said softly. “I didn’t mean to upset you. But I don’t think the sea swallows. I think it holds.” Elias...
256648	sample_70806	70806	stop	7514	stray_token_坨	...y useful ghost, perhaps. We could use someone with your… tenacity.” “坨” (a Chinese expletive) Maya muttered under her breath. She looked at the glass brain, at the cables, at the screens sh...
256803	sample_70984	70984	stop	8940	stray_token_坨	...to interact positively, resolve conflict, and inspire others. (e.g., "坨I see you're upset. Can we talk about it?") 2. **Video/Analysis Activity:** - Show the short video clip (or read...
257147	sample_71563	71563	stop	5461	stray_token_坨	...eaceful silence, the silence of a long-held breath finally released. 坨I had survived. I had broken the curse. But as I walked away, I looked down at my hand. The iron key was still there,...
257638	sample_72012	72012	length	10042	stray_token_坨	...ighs. He pulls out a crumpled piece of paper from his boot. **EARL** 坨 found this in the bank. It was stuck to the bottom of the teller’s chair. Clem takes it. It’s a hand-drawn map. It sa...
257833	sample_72469	72469	stop	7031	stray_token_坨	...* (Rigid) - **Best Practice:** 1. **Acknowledge the request:** *“坨I understand you want a refund for this.”* 2. **Explain the *why* behind the policy:** *“We have this 30-day windo...
258108	sample_72904	72904	stop	5076	stray_token_坨	.... “A personal illusion is… intimate. It’s not like painting a sky.” “坨’s my brother,” she said, the name a sharp stone in her throat. “I owe him a goodbye.” Kaelen nodded slowly. “The Weav...
258143	sample_72809	72809	stop	10706	stray_token_坨	...eyes widened. “Shut up.” “Hakut,” Julian pressed, his mind racing. “坨I’m a tech investor. I own a cybersecurity firm. I can see the mistakes you’re making. Mason is going to get you all ki...
258663	sample_73482	73482	length	9010	python_code_fence_loop	repeated ```python fences=125
259092	sample_74152	74152	stop	8841	stray_token_坨	...bucks. We can use it to record a demo. Chloe finally speaks. CHLOE 坨 (Tuó - "A lump.") I’ll be there. I’ll tell my parents it’s a school project. A fragile truce. **SCENE 7** **INT. LE...
259213	sample_74279	74279	length	12540	stray_token_坨	...into wisps of grey smoke. He was breathing heavily, his face pale. “坨I hate this forest.” They pushed on, the encounter leaving them shaken but more united. The sprites had shown them the...
259254	sample_74324	74324	length	19917	ascii_vertical_bar_tail_loop	tail: \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \\| \...
259283	sample_74528	74528	stop	7604	stray_token_坨	...been a ghost.” She turned, her eyes wet. “You’ve been a stranger.” “坨 know,” he said, using the old nickname he’d given her decades ago. “I think I forgot how to be anything else.” He tol...
259594	sample_74977	74977	stop	7356	stray_token_坨	...ncertain. “I am Elias,” he said, his voice carrying in the silence. “坨I am from Syria. I have seen what you are doing. I have seen the end of this story. It is not glory. It is not justice....
260246	sample_75929	75929	stop	7994	stray_token_坨	...g way to a strange, clinical curiosity. “It’s… watching. Learning.” “坨坨的，我才不管它学不学！” Ethan swore, grabbing a heavy branch. “We fight it or we run.” “Running is pointless,” Sam said, his pho...
260303	sample_75957	75957	stop	8542	stray_token_坨	...irt unbuttoned at the collar. He looked tired. He looked beautiful. “坨 is that your car?” I asked, shivering. “It’s a rental. My car is in the shop. Get in, Elara. You’re going to catch pn...
260511	sample_76382	76382	stop	6114	stray_token_坨	...arching for lost sheep. She knew its silence, its deceptive beauty. “坨 will not go,” Orin said, his voice firm. “You are a woman, a widow. This is a task for… for someone else.” “There is...
260693	sample_76754	76754	stop	2196	stray_token_坨	...s were not defiant, but filled with a desperate, burning sincerity. “坨坨 (Tuó Tuo) – your daughter – she does not know how to be a traitor.” He let the name, the childhood name only the fam...
260776	sample_76764	76764	stop	5922	stray_token_坨	...**The Body I Left Behind** 坨 For a long time after the assault, I lived in my head. I became a floating consciousness, a pair of eyes that happene...
260930	sample_76921	76921	stop	6367	stray_token_坨	...for something. I just don’t know what. **MAYA** (Sits down heavily) 坨. I’m going to lose my grandmother’s house. And I’m going to have to pay for the privilege. **LEO** (Sits next to her,...
261153	sample_77330	77330	stop	5194	encoding_artifact	...aves a deep, vibrant green. It was a perfect specimen, strong and tall�乐. And if you listened closely, just at the edge of hearing, you could almost hear a faint, contented sigh rustling thr...
261565	sample_77930	77930	stop	5474	stray_token_坨	...The man’s head snapped around. “Who the hell do you think you are?” “坨 I am the owner,” Elias said. The words felt strange, powerful. “And you are a guest in my home. You will treat my fami...
261968	sample_78278	78278	length	12792	stray_token_坨	...false bottom. I thought of the poem. I thought of my mother’s face. “坨I know nothing,” I said, my voice steady, a lie so pure it felt like truth. Tomas looked at me for a long time. His ey...
262505	sample_79267	79267	stop	5858	stray_token_坨	...ding mountains were sharp and clear, like the teeth of a giant saw. “坨I don’t want this to end,” Elara said, her voice thick. Leo turned to her. The wind whipped a strand of dark hair acro...
262526	sample_79105	79105	stop	11906	stray_token_坨	...am spinning wildly, casting monstrous, dancing shadows on the walls. “坨 (Tuó)… I mean, I have to go,” she stammered, backing away. “The paperwork is at the office. You can… you can keep the...
262531	sample_79239	79239	stop	7458	stray_token_坨	...g away from him. “Distant. You said you were working on a project.” “坨 was a project! A new algorithm for predictive modeling! I swear!” The screen changed. A new message appeared: **PROVE...
263230	sample_80362	80362	stop	4901	stray_token_坨	...cond longer than necessary. A jolt of electricity shot through her. “坨坨” he said, his voice low. “坨坨” “What?” she whispered. “That’s the sound of my dignity crumbling. I was trying to be...
263803	sample_81062	81062	stop	7213	stray_token_坨	...“och, I know,” Sterling said, a ghost of a smile touching his lips. “坨I could smell the ghost of it in the kitchen. But you didn’t serve me your failure. You served me your resilience. That...
263969	sample_81297	81297	stop	7862	stray_token_坨	...it, but the essence. She knew he was somewhere she couldn’t follow. “坨I can explain,” he started, but the words were hollow. “No,” she said, stepping back. “I don’t think you can. I don’t...
264136	sample_81393	81393	length	11612	stray_token_坨	...” They share a tense, charged moment. He kisses her. She pulls away. “坨I can’t trust anyone.” **Cliffhanger:** Detective Jenna Ortiz arrives at the police station. She introduces herself to...
264138	sample_81575	81575	stop	6321	stray_token_坨	...ps. “I’ll get us a celebrity,” Gary boasted, puffing out his chest. “坨I’m thinking… a local weatherman. Or a slightly famous dog from Instagram.” The first meeting was a masterpiece of dys...
264202	sample_81733	81733	stop	4582	stray_token_坨	...one you held high, And I looked at the truth you were trying to deny. 坨I saw not a monster, but a child who was brave, Who survived the dark, cold ocean you gave. I saw not a demon, but a h...
264228	sample_81618	81618	stop	8841	stray_token_坨	...rough, calloused. They felt like the only solid things in the world. “坨 (Tuó),” he whispered, a word I didn’t understand)Skip. “It’s a Chinese word,” he said, his lips brushing my forehead....
264301	sample_81906	81906	stop	3695	stray_token_坨	...only sound in the universe. It is the sound of a clock winding down. 坨I am not brave. I am not a symbol of resilience. I am just a small, terrified thing, clinging to a sliver of life. I ba...
264381	sample_81978	81978	stop	4766	stray_token_坨	...ternator's shot. You're not going anywhere tonight." My heart sank. "坨车" (tow truck) was the only Chinese word that came to mind, a useless relic from my childhood. I was a stranger in a st...
264824	sample_82381	82381	length	5047	stray_token_坨	...others. “You hosed down the table. You never looked us in the eye.” “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
265006	sample_82825	82825	stop	6510	stray_token_坨	...the first ring. “I’m sorry,” I said, my voice a thick, clumsy thing. “坨坨坨… I’m sorry.” He laughed, a wet, broken sound. “You idiot,” he said. “I’ve been waiting for you to call.” My relatio...
265248	sample_83219	83219	stop	6417	stray_token_坨	...peration of a life measured in ink. “No,” he said, and he meant it. “坨here’s no freedom in a cage, even a gilded one. Out here, the only law is the wind and the wave. And the only master is...
265372	sample_83361	83361	stop	6635	stray_token_坨	...e ran down my chin. It tasted like the sun. It tasted like defiance. 坨I am not a hero. I am not a saint. I am a survivor. I have done things I am not proud of. I have left people behind. I...
266014	sample_84244	84244	stop	8561	stray_token_坨	...m, and the only key was a memory of a boy who would never grow old. “坨坨 (Tuó Tuó),” Sarah said, using the childhood nickname that meant “little lump,” a term of endearment that now felt lik...
266358	sample_84758	84758	stop	7059	stray_token_坨	...f preying on the goats that shouldn’t be grazing in their territory. 坨坨, my radio collar’s signal, was a steady pulse in my earpiece. She was the alpha of the Sanetti pack, a matriarch with...
266659	sample_85222	85222	stop	4414	stray_token_坨	...❌ *"I'm too swamped right now."* (Sounds like you don't care). - ❌ *"坨坨" (Tuótuó - Chinese slang for "swamped/messy").* (Too informal for a professional context). - ❌ *"坨坨" (Tuótuó - Chines...
266968	sample_85585	85585	stop	6735	stray_token_坨	...rry. “Kael,” she breathed, not turning. “You shouldn’t have come.” “坨 (tuó) of course I came,” he said, his voice a ragged whisper. She turned. Her eyes were red-rimmed. “He has a daughte...
266984	sample_85431	85431	length	12933	stray_token_坨	...se ego was as large as the ship’s engine, would be looking for her. “坨 should go,” she said, the words tasting like ash. “I know,” Finn said. He didn’t move. She didn’t move either. The s...
267010	sample_85675	85675	stop	6593	stray_token_坨	...thumping. Sam finally spoke. His voice was flat, devoid of emotion. “坨子 (Tuó zi).” He looked at his friends, his eyes holding a terrible knowledge. “I’ve cleaned places like this. They don’...
267443	sample_86118	86118	length	12865	stray_token_坨	...she said, more to herself than to him Mendieta, her voice trembling. “坨坨. That’s what my grandmother called me. It means ‘little lump of earth.’ She said I was solid. Grounded.” She looked a...
267538	sample_86484	86484	stop	3884	stray_token_坨	...My Dearest [Name], Hakuturi Forest, late afternoon 坨坨, I’m writing this sitting on a sun-warmed slab of granite, the paper balanced on my knee. The air smells of damp ear...
268131	sample_87145	87145	length	9743	python_code_fence_loop	repeated ```python fences=372
268326	sample_87396	87396	length	12691	stray_token_坨	...o could no longer do the one thing that gave her a sense of purpose. 坨 (Tuó) – a lump, a clod. That’s what I felt like. A useless, formless lump of flesh. I eventually had to take a leave o...
268731	sample_88178	88178	stop	4939	stray_token_坨	...quires looking at the previous three or four sentences. For example, "坨坨" (a Chinese internet slang for a cute, clumsy person) might be an insult or a term of endearment depending on the pri...
268735	sample_88183	88183	stop	4725	stray_token_坨	...ell the faint, clean scent of her shampoo, the bergamot of her tea. “坨坨,” she said, using the silly nickname she’d given me. “You think I don’t see you. But I do. I see you hiding. And I’ve...
269126	sample_88612	88612	stop	10740	stray_token_坨	...ing an identical statue, this one carved from a dark, polished wood. “坨. I bought this from a vendor this morning. He said it was for ‘good luck in finding a partner.’ I thought it was just...
269445	sample_350	350	stop	7344	stray_token_坨	...t better, but I wasn’t sure that was true. So I told her the truth. “坨I don’t think it ever stops hurting,” I said. “I think we just get better at carrying it.” She looked at me. Her eyes...
269711	sample_844	844	stop	4098	stray_token_坨	...she says, the Hebrew word for “dentist” sounding exotic and strange. “坨I am not one. But you are here. I am here. And you are a fan.” It’s not a question. She knows. The way she tilts her h...
269860	sample_850	850	stop	11175	stray_token_坨	...hat ifs,” the way the job could feel like a betrayal of her memory. “坨 don’t get over it,” he said, his blue eyes holding hers. “You just learn to carry it. And you learn that the only way...
269905	sample_1054	1054	stop	6065	stray_token_坨	...control. She hadn’t destroyed anything. She had *chosen* the mist. “坨I’ll explain,” Maya whispered, her voice raw. “But not here. Not yet.” Chloe squeezed her hand. “Okay. Later.” That n...
270143	sample_1370	1370	stop	6814	stray_token_坨	...ead end, he found her in the map room, tracing the spine of a globe. “坨 I’m sorry,” he said, his voice soft. “I’ve dragged you into my madness.” “It’s a beautiful madness,” she said, not lo...
270306	sample_1449	1449	length	9002	stray_token_坨	...然后，我就什么都不想了。我的手……融化了。皮肤像水一样波动，骨头溶解成一阵温热的嗡鸣，我的手指重新组合成一个完美、光滑、毫无特征的肉瘤。 坨肉瘤。 坨肉瘤。 I screamed. A high, thin sound that I swallowed immediately. I stared at the nub. I willed it to be a hand a...
270621	sample_2152	2152	stop	2956	stray_token_坨	...asn’t... it wasn’t one of us. JOHN (voice tight with anger and fear) 坨I told you. I told you this was a mistake. This place is wrong. We need to break the door down. John throws his should...
270623	sample_2089	2089	stop	5511	stray_token_坨	...me the sea was coughing up our sins,” she recalled, her voice flat. “坨坨 (Tuó tuó)—that’s what they call the clumps of microplastic in the sand. ‘Little turds of progress,’ he said.” She wa...
270835	sample_2337	2337	stop	8331	stray_token_坨	...less. “The song is catchy.” Star laughed, a bright, tinkling sound. “坨坨的,” she said, using the same Mandarin phrase his grandmother had used, but with a different, more playful inflection....
271262	sample_2940	2940	stop	7226	stray_token_坨	...Elias. “You’ve got the touch,” Silas said, cornering him in a diner. “坨I don’t know how, but you do. I can see it in the way you hold a fork. You know the next card before it’s dealt.” Elia...
271340	sample_3166	3166	stop	4733	stray_token_坨	.... - **Pragmatic inference:** "I have a 9 AM meeting" (premise) → "坨I should go to bed early" (hypothesis, entails, based on common sense). - **Multi-turn Context:** A hint might be spre...
271792	sample_3814	3814	stop	3501	stray_token_坨	...artz, its rough surface veined with a seam of deep, purple amethyst. 坨I hadn’t caught the dragonfly. But I had found a secret. The world, I realized, wasn’t about the things you caught. It...
272053	sample_3972	3972	length	117333	ascii_vertical_bar_tail_loop	tail: \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ \\| \ ...
272448	sample_4628	4628	stop	8643	stray_token_坨	...still blinding. You would challenge a force you do not understand.” “坨理解，” Lyra said, her voice low and fierce. “I understand that I am a blade that has never tasted steel. I must know. I m...
272513	sample_4776	4776	stop	8553	stray_token_坨	..., and was caught by a surprisingly sturdy Priya and a grunting Mark. “坨坨,” Kevin squeaked, his face red. “坨坨. It’s a Chinese word. It means… a little poop. I use it as my Wi-Fi password.” A...
272852	sample_5402	5402	stop	2390	stray_token_坨	...r, Lena, says from her own hammock. Her voice is soft, not teasing. “坨 is,” I murmur, not opening my eyes. “A happy fool.” She laughs, a sound like wind chimes. “Remember when we used to f...
273333	sample_6018	6018	stop	5394	stray_token_坨	...of contributing to that vision." - **The "Forward-Looking" Close:** "坨I'm very excited about the potential to help the team achieve [a specific goal you discussed]. I look forward to hearin...
273490	sample_6276	6276	stop	4276	stray_token_坨	...ooming laugh. She grabbed him, kissed him, and whispered in his ear, "坨子 (duò zi)." "What does that mean?" John asked, confused. "It's Mandarin," she said, winking. "It means 'you're a lit...
273660	sample_6471	6471	stop	6450	stray_token_坨	...her, his face a mess of gratitude and regret. “You saved my life.” “坨 know,” she said, a small, tired smile touching her lips. “And you’re never asking me to be a slingshot again.” He did...
273927	sample_6773	6773	stop	10820	stray_token_坨	...glittering jewel. She stood up, a sudden, restless energy about her. “坨I’m going to the Jewish Quarter to photograph the old cemetery. The stones are leaning, like tired old men. Want to com...
274332	sample_7515	7515	stop	4218	stray_token_坨	...than a paper plate and a park bench. I want to give you *theatre*.” “坨I don’t want theatre,” Mia whispered. “I want you. Across a table. Where I can see your face without a candle casting s...
274417	sample_7572	7572	stop	6032	stray_token_坨	...in my palm. “I’m not supposed to be here,” I whispered to the dark. “坨 is 2024. I have a cat. I have a life.” The footsteps answered. *Tap. Tap. Tap.* Closer now. I looked up. At the end o...
274576	sample_7689	7689	stop	10477	stray_token_坨	...there to silence him.” “I didn’t kill him, David.” He met my eyes. “坨I know. But the DA is running for Governor. This is a career-maker. They have a narrative. You’re the ruthless CEO who...
274789	sample_8116	8116	stop	7390	stray_token_坨	...alled a *Reckoner*, a creature of pure logic and lethal efficiency. “坨 is a trap,” Marcus grumbled, his knuckles white on Judgment’s handle. “They want us to try.” “It’s the only way,” Kir...
275066	sample_8558	8558	stop	6919	stray_token_坨	...low you whole,” he added. She stood up, clutching her box of candy. “坨” she said, her voice soft. “坨 was a good movie.” “It was,” he agreed. He took a breath, the sawdust in his hands feel...
275224	sample_8600	8600	length	12703	stray_token_坨	...next morning, she called him. “I can’t,” she said, her voice tight. “坨I can’t just walk away. The Meridian deal is happening. I’m in the middle of everything. It’s the biggest thing I’ve ev...
275280	sample_9004	9004	stop	3926	stray_token_坨	...that’s really good.” She grinned, a flash of mischief in her eyes. “坨坨. I’m a poet. Or, I was. Now I’m a graphic designer who writes poetry in her spare time. It pays the bills, but it doe...
275303	sample_8923	8923	stop	7116	stray_token_坨	...him.” “I called him before I came home,” I said, lowering the gun. “坨子, I told him everything. The file. The garages. Silas. You.” The handcuffs clicked shut. As they led him past me, he...
275308	sample_9018	9018	stop	5241	stray_token_坨	...and more like a map of a place he was just beginning to understand. “坨坨?” Leo said, pointing to a faded carving in the wood. Kyle laughed, a real laugh, not a snort. “That was my brother’s...
275647	sample_9430	9430	stop	8372	stray_token_坨	...Hollow. He had simply vanished, and Maya had learned to let him go. “坨I don’t need anything,” Maya said, her hand still on the doorframe, a barrier between her and this intruder. “Of cours...
276349	sample_10389	10389	stop	10653	stray_token_坨	...ber you stepped on my foot,” she said, a smile tugging at her lips. “坨坨 (Tuó tuó),” he said, using the silly nickname he’d given her for her clumsiness. “坨坨 (Tuó tuó),” she echoed, the word...
276741	sample_11079	11079	stop	6061	stray_token_坨	...oice soft. “Lena,” he said, and the name felt like a new beginning. “坨I think I’m ready to live in the present now.” The lesson was not that time travel was impossible. It was that it was...
276966	sample_11348	11348	stop	9064	stray_token_坨	...eight of the bag was a pleasant ache in my arm, not a leaden anchor. 坨I even managed to weed a small patch of the garden. My knees are dirty, and there’s a smear of soil on my cheek. I can...
277207	sample_11655	11655	stop	9223	stray_token_坨	...e camera angle. You’re not in the trench with me.” Elara stiffened. “坨I’m giving you a performance, Leo. Not a therapy session.” “It’s the same thing,” he shot back, his blue eyes blazing....
277363	sample_12042	12042	stop	4950	stray_token_坨	...aid, holding up a crumpled receipt. “You have three overdue bills.” “坨 (Tuō),” he said, using the Chinese word for “pile” or “mess” their grandmother used. “It’s just a 坨. I’ll sort it out....
277635	sample_12308	12308	stop	9010	stray_token_坨	...looked at Maria. Her hand was shaking. “I got your text,” she said. “坨I figured you’d need backup.” He nodded. The rain was still falling outside, washing the city clean. But the dirt was...
277734	sample_12585	12585	stop	4819	stray_token_坨	...no longer held a drowned boy. “You’re different,” she said softly. “坨” I said, and the word felt true. “I’m not afraid anymore.” She leaned her head on my shoulder. “坨’s not true. You’re...
278638	sample_13949	13949	stop	5302	stray_token_坨	...can **pre-emptively reject these false associations**. You can say, "坨I believe in the importance of free markets, *but* I do not believe in deregulation without oversight for public safety...
278656	sample_13764	13764	length	11864	stray_token_坨	...arp, wounded cry. “You can’t keep her from them forever, Soo-Jin!” “坨 can’t make her choose!” her mother sobbed. “She’s not a piece of paper to be torn in half!” Maya pulled the covers ov...
278727	sample_14121	14121	stop	4426	stray_token_坨	...ud. It was the only place where the past felt close enough to touch. 坨 was there, in the hollow of my chest, a bruise that had never healed. Her name was Elara. I hadn’t spoken it aloud in...
278991	sample_14261	14261	length	12161	repeated_tail_ngram:Search	tail: rch Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search Search
279142	sample_14571	14571	stop	8417	stray_token_坨	...test, the strongest. It was his armor. And he had just set it down. “坨’s not your fault,” she said, her anger deflating. “I’m just… slow.” “You’re not slow,” Leo interjected, finally findi...
279210	sample_14808	14808	stop	4899	stray_token_坨	.... I have survived every bad day I've ever had." - **Name a choice:** "坨I don't have to know who I am today. I just have to know what I'm going to do for the next hour." ### A Gentle Warning...
279274	sample_14642	14642	length	7557	stray_token_坨	...duffel bag at her feet. She looked terrified, but her chin was set. “坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨坨...
279304	sample_15068	15068	stop	432	stray_token_坨	...of Rafael Nadal’s comment to the dozing reporter: **Paraphrase:** “坨” (Rafa) said in a deadpan tone, “I guess today’s topic isn’t very exciting,” implying the reporter had fallen asleep b...
279572	sample_15182	15182	stop	10184	stray_token_坨	...om cancer. He said it flatly, a fact stated, not a wound displayed. “坨I’m sorry,” Eleanor said, the words feeling inadequate. “It’s been three years,” he said, looking at the cat, which wa...
279680	sample_15405	15405	stop	8055	stray_token_坨	...death. I’m not afraid of it.” “Ten seconds.” I walked to the door. “坨 (Tuó) me. I’m the first.” I stepped off the bus into the rain. The voice didn’t speak. The rain didn’t stop. I stood...
279756	sample_15614	15614	stop	4193	stray_token_坨	...e term for a dazed, dreamy state),” she said, pointing to the books. “坨 (Tuó—a lump, a pile). That’s what I felt like. A lump of nothing. But you saw me as a person.” I didn’t know what to...
279943	sample_15852	15852	stop	5836	stray_token_坨	...ave a kill team on you before the download bar hits fifty percent.” “坨I know.” The night of the operation was humid, the air thick with the smell of diesel and rotting garbage. Marchetti w...
